Page,Title
Page 145,"Pererat Tali Persaudaraan Mahasiswa, HIMAHI UNAIR Adakan Acoustic Night"
Page 145,"Rania Tasya Ifadha, Mahasiswa Termuda FK UNAIR Jalur SNMPTN 2016"
Page 145,"Syarifah Salsabila, Anak 14 Tahun Jadi Mahasiswa Termuda FST UNAIR"
Page 145,"Kunjungi UNAIR, Ketua BPK Berikan Materi Kuliah di Fakultas Ekonomi dan Bisnis"
Page 145,"Two Young Students, Aged 14 and 15 Through UNAIR SNMPTN"
Page 145,Alifia atau Alisa (1)
Page 145,HIMAHI UNAIR Holds Acoustic Night to Strengthen Ties Among Students
Page 145,FIB UNAIR Dean: Disseminate Healthy Life Style through Calisthenics and Fun Walk
Page 145,Dekan FIB UNAIR: Diseminasikan Hidup Sehat dengan Senam dan Jalan Sehat
Page 146,GELIAT UNAIR Voices Concern to Maternal and Infant Mortality
Page 146,[Podcast] Mahasiswa Vokasi Rancang Alat Peningkat Kualitas Tidur
Page 146,UNAIR Bekali Ribuan Calon Mahasiswa dengan Try Out SBMPTN
Page 146,Kediri Welcomes Warmly UNAIR Study Excursie Participants
Page 146,Kantor Pengawasan dan Pelayanan Bea dan Cukai Ajak Mahasiswa Pahami Kapabeanan
Page 146,"Lewat GELIAT UNAIR, Pupuk Kepedulian Terhadap Kematian Ibu Hamil dan Bayi"
Page 146,Tourism Program Invites Guests to Enjoy the Wonderland
Page 146,[Podcast] Science and Tech Students Design Sleep Improvement Device
Page 146,UNAIR Assists Future Students through SBMPTN Try Out
Page 146,Customs Supervising and Service Agency Educates Students
Page 146,Kediri Sambut Baik Peserta Study Excursie UNAIR
Page 146,Diploma Pariwisata Ajak Pengunjung Nikmati Dunia Wonderland
Page 147,Postpone Graduation for National Best Student with Achievements
Page 147,Rombongan Tim Sabang-Merauke MPR Tiba di UNAIR
Page 147,Tunda Kelulusan demi Jadi Mawapres Nasional
Page 147,Pentingnya Sikap Mawas Diri dan Hati-hati
Page 147,Peri-peri Mengambil Nyawa Kami
Page 147,Sabang-Merauke MPR Team Arrives at UNAIR
Page 147,Everyone can be Public Relations
Page 147,The Importance of Introspection and Caution
Page 147,Setiap Orang Bisa Jadi Humas
Page 147,The Late Prof. Eman Active In Service until his Passing
Page 147,UNAIR Adopts Quality Management Based on Risk
Page 147,"Excels in Medical Field, Chinese Delegation Invites UNAIR for Collaboration"
Page 148,"Almarhum Prof Eman, Tetap Aktif Mengabdi Hingga Tutup Usia"
Page 148,UNAIR Ubah Manajemen Mutu Berbasis Risiko
Page 148,"Unggul di Bidang Kedokteran, Delegasi Tiongkok Ajak Kerjasama Sivitas UNAIR"
Page 148,Here are the Winners of DARMABANGGA 2016 Poster Competition
Page 148,Inilah Para Pemenang Lomba Poster DARMABANGGA 2016
Page 148,MKWU Team Chooses Kediri for Study Excursie 2016
Page 148,UKM PSUA Holds National Choir Competition
Page 148,Academician Expected to Give Legislative Council Inputs
Page 148,Tim MKWU Pilih Kediri sebagai Tempat Study Excursie
Page 148,"Di Era Global, Pustakawan Mesti Siap Menerima Masukan Customer"
Page 148,Librarian Must Ready to Accept Customers Input in Global Era
Page 148,UNAIR Admission Opportunity Open Wide
Page 149,Akademisi Dituntut Memberikan Masukan kepada Pihak Legislatif
Page 149,UNAIR Faculty of Law Dean Passes Away
Page 149,Dekan Fakultas Hukum UNAIR Tutup Usia
Page 149,"Tingkatkan Eksistensi, UKM PSUA Adakan Kompetisi Paduan Suara Nasional"
Page 149,Terbuka Lebar Kesempatan untuk Menjadi Mahasiswa UNAIR
Page 149,UNAIR Incites Cooperations to Be Independent Campus
Page 149,USU Sees UNAIR Board of Trustees as Benchmark
Page 149,FKUA Students Makes Achievement in Scientific Poster Competition through MiRNA Research
Page 149,[Podcast] UNAIR Holds Airlangga Got Talent to Seek Potential Talents
Page 149,"No need to “Poke”, Colorectal Cancer Detected More Comfortably through Blood Test"
Page 149,Galakkan Kerja Sama demi Wujudkan Kampus Mandiri
Page 149,"[Podcast] Jaring Bakat Potensial, UNAIR Gelar Airlangga Got Talent"
Page 150,USU Jadikan Majelis Wali Amanat UNAIR sebagai Benchmark
Page 150,"Usung Topik MiRNA, Mahasiswa FKUA Raih Prestasi di Lomba Poster Ilmiah"
Page 150,"Tak Perlu Dicolok, Deteksi Kanker Usus Lebih Nyaman dengan Tes Darah"
Page 150,[Podcast] UNAIR Students Produces Natural Sweetener Made of Aloe vera
Page 150,"Makes Achievement, Logical Thinking Student Club Ready for Next Level"
Page 150,"UKM Karate Gets Medals, Uses Limitation as Trigger to Achievement"
Page 150,[Podcast] Mahasiswa UNAIR Produksi Pemanis Alami Berbahan Lidah Buaya
Page 150,"Baru Ukir Prestasi, UKM Penalaran Bersiap ke Level yang Lebih Tinggi"
Page 150,"UNAIR Admits 2,098 Applicants through SNMPTN"
Page 150,Campus C UNAIR Mosque Construction Committee Receives Rp 160 Million
Page 150,Prevent Diabetes Mellitus through Health Cadre Formation
Page 150,"A Decade of Airlangga Bojonegoro Community, Holds Community Service and Feast"
Page 151,"UKM Karate Sabet Medali, Jadikan Keterbatasan Sebagai Pemicu Prestasi"
Page 151,UNAIR  Terima 2.098 Pendaftar Jalur SNMPTN
Page 151,Cegah Diabetes Melitus dengan Bentuk Kader Kesehatan
Page 151,"Satu Dekade Airlangga Bojonegoro Community, Gelar Pengmas dan Tasyakuran"
Page 151,Panitia Pembangunan Masjid Kampus C UNAIR Terima Bantuan Rp 160 Juta
Page 151,English Literature Incites Writing Habit
Page 151,Commersale Vol 3 Brings Festivities on Communication Department Anniversary
Page 151,"Lewat Kunjungan, Raih Inspirasi dan Impian"
Page 151,Ajak Mahasiswa Bikin Action Plan dan Kunjungi Kampung Green and Clean
Page 151,Tradisi Menulis Ala Departemen Sastra Inggris
Page 151,Two UNAIR Students to Participate at ASEAN University Games Next July
Page 151,Commersale Vol 3 Meriahkan Ultah Departemen Ilmu Komunikasi
Page 152,Dua Mahasiswi UNAIR Ikuti ASEAN University Games Juli Mendatang
Page 152,"Through Campus Visit, to Get Inspiration and Dream"
Page 152,Invite Students to Make Action Plan and Visit Green and Clean Village
Page 152,"Launch and Review Book, Literature and Culture Study Potential Choice of Program"
Page 152,Students from Palangkaraya Crowd UNAIR Store
Page 152,Pramuka should Go Along with Developments
Page 152,FKH Invites Japanese and Korean Students in Community Service
Page 152,"Agar Tidak Dianggap Kuno, Pramuka Harus Ikuti Perkembangan"
Page 152,Mahasiswa Palangkaraya Ramai-Ramai Kunjungi UNAIR Store
Page 152,"Gelar Peluncuran dan Bedah Buku, Magister Kajian Sastra dan Budaya Layak Jadi Pilihan"
Page 152,FKH Ajak Mahasiswa Jepang dan Korea Ikuti Pengabdian Masyarakat
Page 152,Dari Balikpapan Ingin Dapat Informasi tentang UNAIR
Page 153,From Balikpapan to Get Information about UNAIR
Page 153,Study Democracy in the Land of Ginseng
Page 153,Universities in East Java and West Australia Agree on Four Aspects of Collaborations
Page 153,PTN Jatim dan Australia Barat Sepakati Empat Hal Kerjasama
Page 153,Belajar Demokrasi di Negeri Ginseng
Page 153,FK Quartet to Represent UNAIR in National MIPA Olympiad
Page 153,Kwartet Mahasiswa FK Wakili UNAIR ke Olimpiade MIPA Tingkat Nasional
Page 153,"Mobility and Programs, Two Aspects UNAIR International Education"
Page 153,Prof. Emeritus Patrick Encourages Students to Develop Artemia Culture
Page 153,People Underestimate Injury for Choosing Traditional Treatment Instead of Medical Treatment
Page 153,"Mobilitas dan Prodi, Dua Aspek Program Pendidikan Internasional di UNAIR"
Page 153,Perkembangan Teknologi Ubah Sejarah Kehidupan
Page 154,Guru Besar ini Capai Gelar Profesor Dalam Waktu Satu Minggu
Page 154,Pentingnya Pendekatan Interdepedensi dalam Organisasi
Page 154,Prof. Emeritus Patrick Ajak Mahasiswa Kembangkan Budidaya Artemia
Page 154,"Peringati Hardiknas dengan Kerja, Inovatif, dan Kompetitif"
Page 154,This Professor Achieves Professorship In One Week
Page 154,"With Media Crews, PPKK Gives Tips to Succeed in Media"
Page 154,UNAIR Confers Three New Professors
Page 154,Technological Development Changes History
Page 154,Teater Gapus to Get Ready for Peksiminas 2016 Art Competition
Page 154,Interdependency Approach Importance in Organization
Page 154,"Celebrate Education Day with Hardwork, Innovation and Competitiveness"
Page 154,Teater Gapus Siap Songsong Ajang Lomba Seni Peksiminas 2016
Page 155,UNAIR Kukuhkan Tiga Guru Besar Baru
Page 155,Masyarakat Anggap Remeh Cedera dengan Memilih Ahli Sangkal Putung Dibanding Ahli Medis
Page 155,"Gandeng Awak Media, Beri Tips Sukses Berkarir di Media"
Page 155,PTN di Jatim Kuatkan Kerjasama dengan Perguruan Tinggi Australia Barat
Page 155,"Kemenristekdikti-UNAIR Publicize, Monitor and Evaluate Foreign Researcher Permit"
Page 155,Samsung Ajak Mahasiswa UNAIR Berbagi Ide Kreatif
Page 155,FH UNAIR Collaborates with Ministry of Foreign Affairs to Discuss Business and Human Rights
Page 155,Congenial Atmosphere of Three UNAIR Professorship Inauguration Press Conference
Page 155,Samsung Invites UNAIR Students to Share Creative Ideas
Page 155,Universities in East Java Reinforce Collaboration with West Australian Universities
Page 155,Suasana Cair Warnai Konferensi Pers Pengukuhan Tiga Guru Besar UNAIR
Page 155,FH UNAIR Gandeng Kemlu RI Diskusikan Bisnis dan HAM
Page 156,Kemenristekdikti-UNAIR Gelar Sosialisasi dan Monev Perizinan Peneliti Asing
Page 156,Dubes Triyono Wibowo: Kewajiban Perlindungan HAM Bukan Hanya Milik Negara
Page 156,Ambassador Triyono Wibowo: Human Rights Protection Not Only State Obligation
Page 156,UNAIR Collaborates with Citilink to Realize University Holding
Page 156,"Nurmalasari, Alumnus Serves in Mentawai"
Page 156,Mahasiswa FKH Juarai Kompetisi Internasional Birdwatching di Selangor
Page 156,UNAIR Sediakan 175 Komputer untuk Tes SBMPTN
Page 156,"Cerita Nurmalasari, Alumni Yang Abdikan Diri di Mentawai"
Page 156,UNAIR Gandeng Citilink Wujudkan Visi University Holding
Page 156,[Podcast] Scouting UKM Creates Scout Master and Cadres through Basic Scouting Course
Page 156,UNAIR Provides 175 Computers for SBMPTN Test
Page 156,FKH Students Won Birdwatching Competition in Selangor
Page 157,[Podcast] UKM Pramuka Cetak Pembina dan Kader Lewat Kursus Mahir Tingkat Dasar
Page 157,UNAIR Accelerates Lecturer Certification
Page 157,Fakultas Farmasi Siap Jadikan SDA Indonesia sebagai Ikon Level Dunia
Page 157,UNAIR Percepat Proses Sertifikasi Dosen
Page 157,Postgraduate School Lifts Programs’ Spirit of Togetherness
Page 157,"Kartini’s Day Festivity in Faculty of Vocations, Dare to Dream through Tree of Hope"
Page 157,Pascasarjana Pacu Semangat Kebersamaan Semua Prodi
Page 157,"Semarak Kartinian di Fakultas Vokasi, Berani Bercita-Cita Lewat Pohon Harapan"
Page 157,Faculty of Pharmacy Ready to Make Indonesian Natural Resources Be Icon at International Level
Page 157,Detect Early Signs of Sexual Assault to Children
Page 157,PPJPI UNAIR Kenalkan Lembaga Pengindeks Internasional DOAJ dan Scopus
Page 157,Kenali Risiko Kekerasan Seksual Terhadap Anak Sejak Dini
Page 158,"PPJPI UNAIR Introduces International Indexing Institutes, DOAJ and Scopus"
Page 158,[Podcast] Kabinet SUPER BEM Dukung UNAIR Jadi Perguruan Tinggi Kelas Dunia
Page 158,"Tiga Cita dan Asa Menuju Satu Tujuan, Airlangga"
Page 158,[Podcast] SUPER BEM Cabinet Supports UNAIR towards World Class University
Page 158,Assessing Stem Cell Chance for Diabetes Treatment
Page 158,FEB Alumnus Ready to Continue Study in the USA with LPDP
Page 158,Meraba Peluang Stem Cell untuk Pengobatan Diabetes
Page 158,Komisi XI DPR Kunjungi UNAIR Bahas RUU Pengampunan Pajak
Page 158,[Podcast] Buy Vegetables with Used Diapers to Prevent River Pollution
Page 158,Public Relations should Befriend with Journalists
Page 158,DPR Commission XI Visits UNAIR to Discuss Tax Amnesty Draft Bill
Page 158,[Podcast] Beli Sayur Pakai Popok demi Cegah Pencemaran Sungai
Page 159,Humas Harus Bersahabat dengan Wartawan
Page 159,Alumnus FEB Penerima Beasiswa LPDP Ini Siap Studi Lanjut ke Amerika Serikat
Page 159,Kampus Perlu Penguatan Lembaga Kehumasan
Page 159,"A month Stays in Mushala, Vega Be Best Graduate of FPK"
Page 159,"Erni Suyanti, UNAIR Alumnus “Kartini”, Savior of Sumatran Tiger"
Page 159,"Erni Suyanti, “Kartini” Alumni UNAIR Sang Penyelamat Harimau Sumatera"
Page 159,"Hikmah Sebulan Tidur di Mushala, Vega Jadi Wisudawan Terbaik FPK"
Page 159,Diah Ariani Arimbi: Kartini’s Struggle Long Way Ahead
Page 159,Business Incubator to Connect Bioproduct Research to Company
Page 159,Civitas UNAIR Banyuwangi Soaked with Regent to Clean River
Page 159,"Studies Traditional House in Flores, Konfridus Be Best Graduate FISIP"
Page 159,"Teliti Rumah Adat di Flores, Konfridus Jadi Wisudawan Terbaik FISIP"
Page 160,"Dr. Prihartini Widiyanti, To Educate is Invaluable"
Page 160,"Studies Feminism in Literature, Alberta Be Best Graduate FIB"
Page 160,"Kaji Sastra Feminis, Alberta Jadi Wisudawan Terbaik FIB"
Page 160,Sivitas UNAIR Banyuwangi Mandi Bareng Bupati Bersihkan Sungai
Page 160,"Dr. Prihartini Widiyanti, Mendidik Tak Dapat Dinilai dengan Materi"
Page 160,Inkubator Bisnis Jadi Penghubung Riset Bioproduk dan Perusahaan
Page 160,Diah Ariani Arimbi: Perjuangan Kartini Masih Panjang
Page 160,UNAIR Optimalkan Hasil Penelitian Untuk Kesejahteraan Masyarakat
Page 160,UNAIR Optimizes Research for People Prosperity
Page 160,Pentingnya Investasi Saham Sejak Dini
Page 160,"Irma Josefina Savitri, Family Essential Role on Woman’s Success"
Page 160,"Irma Josefina Savitri, Keluarga Berperan Sentral di Balik Keberhasilan Perempuan"
Page 161,"dr. Purwati, Kartini Bidang Medis dari Universitas Airlangga"
Page 161,"dr. Purwati, Kartini of Medical Field from Universitas Airlangga"
Page 161,Science Awards for Healthcare Researches
Page 161,"Prof. Sri Iswati, Grateful for Gender Equality and Honor Professionalism"
Page 161,"Prof. Maria Lucia Inge, Balances Roles of Researcher and Mother"
Page 161,"Prof. Maria Lucia Inge, Menyeimbangkan Peran Peneliti dan Ibu"
Page 161,"Prof. Sri Iswati, Mensyukuri Kesetaraan Gender dengan Menjunjung Profesionalisme"
Page 161,Mahasiswa D3 Radiologi Ubah Limbah Jadi Karya Kreatif
Page 161,Science Awards untuk Peneliti Bidang Kesehatan
Page 161,ATVSI Invites UNAIR Students to Know Television Production Process
Page 161,ATVSI Ajak Mahasiswa UNAIR Kenali Proses Produksi Televisi
Page 161,Dharma Wanita FKH Kartinian dengan Adu Vokal
Page 162,Holding Workshop to Develop Stem Cell Research
Page 162,Virus-Virus yang Menjangkiti Generasi Muda Indonesia
Page 162,Commission II DPR Collaborates with UNAIR to Revise Pilkada Law
Page 162,Komisi II DPR Gandeng UNAIR Revisi UU Pilkada
Page 162,Kembangkan Riset Stem Cell dengan Adakan Workshop
Page 162,Pentingnya Memadukan Seni Fotografi dengan Dunia Akademisi
Page 162,Importance of Integrating Photography with the Academics
Page 162,Internship Lecture Familiarizes Taxation Student with Real Practice
Page 162,"To Give Students Insight, FEB Invites Japanese Expert"
Page 162,Jalan Sehat dan Senam Lansia Warnai Peringatan Dies Natalis Psikologi ke-33
Page 162,UNAIR Siap Berikan “Air Amerta” pada Siswa SMA
Page 162,"Sertijab UKM MENWA, Tekad Tingkatkan Bela Negara"
Page 163,"UKM MENWA Structural Transfer, Determination to Improve State Defense"
Page 163,"[Podcast] Ksatria Airlangga Reusable Bag, Inovasi Pengganti Kresek Karya Mahasiswa"
Page 163,"Buka Wawasan Mahasiswa, FEB Undang Pakar Jepang"
Page 163,"Eratkan Kebersamaan, S2 Medkom 2013 Gelar Gathering"
Page 163,Kuliah Internship Dekatkan Mahasiswa Perpajakan dengan Praktik Nyata
Page 163,S2 Medkom 2013 Gathers to Strengthen Ties
Page 163,"[Podcast] Ksatria Airlangga Reusable Bag, Student Innovation on Plastic Bag Replacement"
Page 163,WANALA Green Running Invites Community to Exercise and Concern with Environment
Page 163,"Green Running WANALA, Ajak Masyarakat Berolahraga Sambil Peduli Lingkungan"
Page 163,"Najwa Shihab Steps on Stage, Audiences Take Selfie"
Page 163,"Read More and Be Critical, Tips of Best Graduate Nilla Sari"
Page 163,LP3 Ready to Publish Lecturers’ Work Textbooks
Page 164,"Najwa Shihab Melangkah Menuju Panggung, Penonton Rebutan Selfie"
Page 164,"Teleconference Based Academic Practice, Modern Dentistry Education Innovation"
Page 164,Creativepreneurship Metro TV Workshop Share Tips in Creative Economic Era
Page 164,Prof M. Nuh Motivasi UNAIR Menuju 500 Dunia
Page 164,UNAIR Ready to Stage “Lakon Politik Republik” in Mata Najwa On Stage
Page 164,UNAIR Invites Other Campus for Mata Najwa
Page 164,"Kiat Wisudawan Terbaik Nilla Sari, Banyak Membaca dan Kritis"
Page 164,UNAIR Siap Memanggungkan Mata Najwa On Stage dengan Lakon Politik Republik
Page 164,UNAIR Silaturahmi Undang Kampus Lain Hadiri Mata Najwa
Page 164,"Praktek Akademik Berbasis Teleconference, Inovasi Pendidikan Dokter Gigi Era Modern"
Page 164,Prof M. Nuh Motivates UNAIR Towards Top 500 World University
Page 164,LP3 Siap Gencarkan Penerbitan Buku Ajar Karya Dosen
Page 165,Workshop Creativepreneurship Metro TV Bagi Tips Sukses di Era Ekonomi Kreatif
Page 165,"Leiden University Professor: Lots of Crime, Less Prisons in Indonesia"
Page 165,"For MEA, FKp UNAIR Reinforces Nurses’ Competence"
Page 165,"Profesor Leiden University: Di Indonesia, Kriminalnya Banyak, Penjaranya Sedikit"
Page 165,Belajar Budaya dan Sejarah di Negeri Sakura
Page 165,Psikologi UNAIR Ajak Mahasiswa Ikuti Program Student Exchange
Page 165,Lokakarya PKM-GT Bedah Proposal Sebelum Didaftarkan ke PIMNAS
Page 165,UKM Karate Boyong Juara di Piala Danpasmar-1
Page 165,Psychology UNAIR Invites Students to Student Exchange Program
Page 165,Workshop PKM-GT Reviews Proposals Before Admitted to PIMNAS
Page 165,"Bentuk IKAMALA, Mahasiswa UNAIR Lamongan Adakan Bakti Sosial"
Page 165,"Hadapi MEA, FKp UNAIR Perkuat Kompetensi Perawat"
Page 166,"Persaingan Kerja Makin Tinggi, Mahasiswa Perlu Persiapkan Sejak Dini"
Page 166,Learning Culture and History in Land of Cherry Blossoms
Page 166,Dirmawa Motivasi Penerima Bidikmisi untuk Tingkatkan Indek Prestasi
Page 166,PATAGA Climbing School Rebut Medali Terbanyak Wanala Climbing Competition
Page 166,"Manfaatkan Momentum Bulan Rajab, Mahasiswa UNAIR Banyuwangi Adakan Gebyar Sosial"
Page 166,Pemkab Lamongan Minta Solusi UNAIR Atasi Permasalahan
Page 166,Shafia Khairani Wants to Contribute to Hometown
Page 166,"Dukung UNAIR Menuju 500 Dunia, Sinergi UKM Genjot Prestasi di Catur Wulan Pertama"
Page 166,Formara Gelar Bakti Sosial di Tanah Asal
Page 166,Ratusan Pelari Bertabur Serbuk Fosfor Meriahkan Pembukaan Dekan Cup FKUA
Page 166,UNAIR Pupuk Harapan Siswa-Siswi SMA untuk Lanjutkan Pendidikan
Page 166,"Berbekal Ketekunan, Muhammad Rusdinal Singkirkan 600 Pesaing di Ajang Lomba Bisnis"
Page 167,UNAIR Hospital Committed to Get Full Accreditation
Page 167,"Skripsinya Sempat Ditolak Lima Kali, Esti Putri Jadi Wisudawan Terbaik FISIP"
Page 167,"Thesis Proposal Rejected Five Times, Esti Putri Named as FISIP Best Graduate"
Page 167,"Pesona Airlangga, Ajang Keakraban Sekaligus Peluncuran Buku 37 Profil UKM"
Page 167,UKM Synergy Boosts Achievements to Support UNAIR towards World Class University
Page 167,Ekoturisme Harus Kembangkan Wisata Alam dan Berdayakan Ekonomi Lokal
Page 167,Shafia Khairani Ingin Berkontribusi untuk Tanah Kelahiran
Page 167,Rumah Sakit UNAIR Deklarasikan Tekad Menuju Akreditasi Paripurna
Page 167,Hanik Endang Kembangkan Psikospiritual untuk Penderita Kanker Payudara
Page 167,Kontingen UNAIR Rebut Gelar Juara pada Kejuaraan Merpati Putih
Page 167,Fakultas Keperawatan UNAIR Jadi Tuan Rumah Konferensi Internasional
Page 167,Pentingnya Eksistensi Apoteker di Masyarakat
Page 168,Prodi Ilmu Politik Tingkatkan Kualitas Dosen dan Riset
Page 168,Ratusan Atlet Panjat Tebing Ramaikan Wanala Climbing Competition
Page 168,Faculty of Nursing UNAIR Hosts  International Conference
Page 168,Political Science Program Improve Lecturers and Research Quality
Page 168,Mahasiswa FISIP ini Bersinar di Ajang Bela Diri TV One
Page 168,Mardiana dan Wilda Jadi Wisudawan Terbaik Berkat Pekerjaannya
Page 168,FKG Siap Go International dengan Beragam Program
Page 168,Tantangan Tenaga Kerja di Era MEA
Page 168,Guru Miliki Tanggung Jawab Beri Bekal Siswanya Yang Lulus Sekolah
Page 168,Fakultas Vokasi Dorong Pengembangan Angkutan Nasional dan Jaminan Tersedianya Peralatan TNI/Polri
Page 168,Prof. Ramlan: Ideologi Penentu Arah Kebijakan
Page 168,Teachers Have Responsibility Prepare Students For Graduation
Page 169,Labor Challenges in the Era of MEA
Page 169,"Studying Victims of Domestic Violence, Dwika Becomes Faculty of Psychology Best Graduate"
Page 169,"Sergio Santoso dan Ria Sandra, Dua Wisudawan Terbaik yang Punya Komitmen Tinggi"
Page 169,Pentingnya Langkah Pengembangan Prodi Setelah Akreditasi
Page 169,Surabaya Tempo Dulu Simpan Sejarah Diskriminasi
Page 169,Program Improvement Importance After Accreditation
Page 169,Blood Donation to Book Sale in UNAIR Library 61st Anniversary
Page 169,Discrimination History of Surabaya in the Past
Page 169,"Mangrove, Kunci Penyelamatan Kawasan Pesisir dari Perubahan Iklim"
Page 169,Donor Darah Hingga Bazar Buku Warnai HUT ke-61 Perpustakaan UNAIR
Page 169,"Soroti Penderita Kusta, Nur Maziyya Jadi Wisudawan Terbaik Keperawatan"
Page 169,"Teliti Korban KDRT, Dwika Jadi Wisudawan Terbaik Fakultas Psikologi"
Page 170,"Peringatan Sewindu Formara, Gelar “Goes to School” ke 70 SMA se-Madura"
Page 170,Mahasiswa Banjiri Lomba MTQ UNAIR 2016
Page 170,OPHI dan HAM RI Ajak Mahasiswa Diskusikan Kasus Montara
Page 170,"Konsisten dan Tanggung Jawab, Resep Ike Novalina Jadi Wisudawan Terbaik S2 FST"
Page 170,Kunjungan ke Kampus Jadi Program Tahunan Sekolah
Page 170,"Alvan Febrian, Wisudawan Terbaik S2 Farmasi Berharap Pengembangan Obat Lebih Rasional"
Page 170,FK Siap Jadi Motor Terdepan Kemajuan UNAIR
Page 170,Program DIHALALI Bantu Ibu Miliki Tubuh Ideal Pasca Melahirkan
Page 170,Formara Goes to 70 Schools in Madura for Eighth Anniversary
Page 170,Students Overflowing MTQ UNAIR 2016 Competition
Page 170,OPHI and HAM RI Discuss Montara Case with Students
Page 170,"Be Consistent and Responsible, Ike Novalina’s Tips to be Best Master Program Graduate FST"
Page 171,Campus Visit Becomes Annual School Program
Page 171,"Alvan Febrian, Best Pharmacy Master Program Graduate, Expects Medicine Development More Rational"
Page 171,FK Ready to Lead UNAIR Advancements
Page 171,DIHALALI Program Assists Mothers Get Ideal Figure After Giving Birth
Page 171,Know More about Osteoarthritis  which Affects Senior Citizen Joints
Page 171,Let Us Remove the Stigma from Bipolar Disorder Patient
Page 171,FKG Introduces Dental Health to Kids
Page 171,Status PNS Tak Sulitkan Denny Purno Raih Wisudawan Terbaik S2 Pascasarjana
Page 171,Suko Widodo Beri Motivasi Kepada Pelajar SMA
Page 171,"Moto “Try Hard, Work Hard, and Pray Full” Antar Erika Jadi Wisudawan Terbaik FKH"
Page 171,"Dari Medspin, Nadhya Jadi Dokter, Orin Soroti Disabilitas"
Page 171,"Erika Becomes Best Graduate of FKH with Motto “Try Hard, Work Hard, and Pray Full”"
Page 172,"From Medspin, Nadhya Becomes Doctor, Orin Focuses on Disability"
Page 172,Differences of learning at UNAIR and in Taiwan
Page 172,Dutch Student in National Physiotherapy Seminar of Vocations Faculty
Page 172,Mengendalikan Penyakit Kusta di Jawa Timur
Page 172,Mahasiswa Belanda Ikut Seminar Nasional Fisioterapi Fakultas Vokasi
Page 172,Mengenal Penyakit Ostheoarthritis yang Sering Serang Tulang Pasien Usia Lanjut
Page 172,Mari Hapus Stigma Buruk Pada Penderita Bipolar
Page 172,FKG Kenalkan Kesehatan Gigi pada Anak-Anak
Page 172,"Antara Kuliah di UNAIR dan Taiwan, Apa Perbedaannya?"
Page 172,Denny Purno Achieves Best Master Graduate Despite Being Civil Servant
Page 172,Suko Widodo Motivates Senior High Students
Page 172,"[Podcast] Mahagana UNAIR, Bersatu Demi Membantu Korban Bencana"
Page 173,"[Podcast] Mahagana UNAIR, United to Relieve Disaster Victims"
Page 173,"Cahya Arum, the Best Graduate of Faculty of Vocations"
Page 173,"Sosok Cahya Arum, Wisudawan Terbaik Fakultas Vokasi"
Page 173,"Key to Perfect GPA by Ayuni and Noer, Best S2 and S3 Graduates"
Page 173,More Veterinarians Needed Outside Java
Page 173,Luar Jawa Butuh Banyak Dokter Hewan
Page 173,"Kaji Sengketa Tanah, Rizky Juliani Jadi Wisudawan Terbaik S1 FH"
Page 173,"Resep Ayuni dan Noer, Wisudawan Terbaik S2 dan S3 FKM, Raih IPK Sempurna"
Page 173,"Studies Land Dispute, Rizky Juliani be Best FH Bachelor Graduate"
Page 173,Prof Kuntaman: Pemerintah Harus Batasi Penggunaan Antibiotik
Page 173,Prof Kuntaman: Govt must Limit Antibiotics Use
Page 173,Mahasiswa FKG Rebut Tiga Gelar di Ajang Lomba Ilmiah Nasional
Page 174,PIH Gives Out Drinking Water to ACF Visitors
Page 174,Airlangga Career Fair Connects Jobseekers to Corporations
Page 174,Puluhan Orangtua Antar Anak Melamar Kerja di Airlangga Career Fair
Page 174,PIH Bagikan Air Minum untuk Pengunjung Airlangga Career Fair
Page 174,Airlangga Career Fair Jembatani Para Pencari Kerja dengan Korporasi
Page 174,Sumpah Profesi Bukan Sekadar Ucapan
Page 174,"drh. Martia Rani, Mahasiswi Bidikmisi yang Lulus dengan Predikat Cumlaude"
Page 174,"Berkat Vaksin Flu Burung, UNAIR Raih Penghargaan PWI Jatim"
Page 174,Sebar Optimisme di Kala Ekonomi Melambat
Page 174,Ribuan Pencari Kerja Padati Airlangga Career Fair
Page 174,BEM FK UNAIR Jalin Kerjasama dengan Perguruan Tinggi Terbaik di Asia
Page 174,Mahasiswa UNAIR Juara di Ajang Debat Nasional
Page 175,Spread Optimism in Flagging Economy
Page 175,BEM FK UNAIR Collaborates with Best Asian University
Page 175,FKG Students Achievements in National Science Competition
Page 175,Dozens of Parents Accompany Children to Airlangga Career Fair
Page 175,Professional Oath is Not Merely Words
Page 175,"drh. Martia Rani, Bidikmisi Student Graduates Cum Laude"
Page 175,UNAIR Gets PWI Reward for Avian Flu Vaccine
Page 175,UNAIR Students Win National Debate Competition
Page 175,UNAIR Help Center Recruits Student Volunteers
Page 175,Berkolaborasi Adalah Kunci Membangun Surabaya Lebih Baik
Page 175,"Sebarkan Viruskenner, Pelajar SMAN 16 Belajar Virologi"
Page 175,Diskusi Gayeng dan Gerrr Antara UNAIR dan Elemen Masyarakat Surabaya
Page 176,UNAIR to Hold Discussion with All Society Elements
Page 176,Pimpinan Baru RS Gigi dan Mulut FKG Janji Tingkatkan Mutu Pelayanan
Page 176,"Viruskenner Spread, SMAN 16 Students Learn Virology"
Page 176,Amusing and Homely UNAIR Discussion with Surabaya Society Elements
